,User Name,Languages,Advanced skill,Intermediate skill,Fundamental skill,技能
782,XingHe_XingHe,"['Java', 'Python3', 'C++', 'Go', 'JavaScript']",,,,"['数组', '回溯', '二分查找', '二叉树', '位运算', '状态压缩', '广度优先搜索', '计数', '深度优先搜索', '设计', '动态规划', '枚举', '图', '贪心', '哈希表', '堆（优先队列）', '数学', '矩阵', '数论', '有序集合', '前缀和', '线段树', '模拟', '滑动窗口', '排序', '栈', '字符串', '树', '字典树', '双指针']"
783,Anoxiacxy,"['C++', 'Java', 'MySQL', 'Python3', 'Python']",,,,"['数组', '二分查找', '深度优先搜索', '动态规划', '哈希表', '堆（优先队列）', '数学', '排序']"
784,sgcolin,['C++'],,,,"['数组', '数学']"
785,lu-you-guan-guang,['C++'],,,,[]
786,tiu-h,['Python3'],,,,[]
787,xiao-zhu-2,"['Java', 'C++', 'MySQL', 'Go', 'Bash', 'Rust', 'Python']",,,,"['栈', '贪心', '位运算', '树', '深度优先搜索', '广度优先搜索', '并查集', '图', '设计', '拓扑排序', '字典树', '树状数组', '线段树', '二叉搜索树', '递归', '记忆化搜索', '队列', '数组', '哈希表', '链表', '数学', '双指针', '字符串', '二分查找', '分治', '动态规划', '回溯', '二叉树', '状态压缩', '组合数学', '计数', '枚举', '博弈', '矩阵', '数论', '有序集合', '前缀和', '排序', '字符串匹配', '拒绝采样', '滑动窗口', '单调栈', '模拟', '堆（优先队列）']"
788,lanti,"['C++', 'Java']",,,,"['数组', '二分查找', '位运算', '广度优先搜索', '深度优先搜索', '动态规划', '图', '贪心', '哈希表', '堆（优先队列）', '链表', '数学', '矩阵', '单调栈', '前缀和', '滑动窗口', '排序', '栈', '字符串', '强连通分量', '树', '双指针', '并查集']"
789,_dc,"['C++', 'Python3', 'C', 'MySQL', 'Python', 'Java', 'JavaScript']",,,,"['栈', '贪心', '位运算', '树', '深度优先搜索', '广度优先搜索', '并查集', '图', '设计', '拓扑排序', '字典树', '树状数组', '线段树', '二叉搜索树', '递归', '记忆化搜索', '队列', '水塘抽样', '几何', '数组', '哈希表', '链表', '数学', '双指针', '字符串', '二分查找', '分治', '动态规划', '回溯', '二叉树', '状态压缩', '组合数学', '计数', '数据流', '数据库', '枚举', '博弈', '矩阵', '数论', '有序集合', '前缀和', '基数排序', '最短路', '排序', '字符串匹配', '拒绝采样', '滑动窗口', '单调队列', '单调栈', '模拟', '哈希函数', '堆（优先队列）', '归并排序', '滚动哈希']"
790,xyseu1,"['C++', 'Java', 'MySQL', 'Go', 'C', 'Python3']",,,,"['栈', '贪心', '位运算', '树', '深度优先搜索', '广度优先搜索', '并查集', '图', '设计', '拓扑排序', '字典树', '树状数组', '线段树', '二叉搜索树', '递归', '记忆化搜索', '队列', '数组', '哈希表', '链表', '数学', '双指针', '字符串', '二分查找', '分治', '动态规划', '回溯', '二叉树', '状态压缩', '组合数学', '计数', '数据库', '枚举', '博弈', '矩阵', '数论', '有序集合', '前缀和', '最短路', '排序', '滑动窗口', '单调队列', '单调栈', '模拟', '哈希函数', '堆（优先队列）', '滚动哈希', '强连通分量']"
791,gqqggqqg,"['C++', 'Python3', 'Python', 'MySQL', 'Java']",,,,"['栈', '贪心', '位运算', '树', '深度优先搜索', '广度优先搜索', '并查集', '图', '设计', '拓扑排序', '字典树', '树状数组', '线段树', '二叉搜索树', '递归', '记忆化搜索', '队列', '几何', '数组', '哈希表', '链表', '数学', '双指针', '字符串', '二分查找', '分治', '动态规划', '回溯', '二叉树', '状态压缩', '计数', '枚举', '矩阵', '数论', '有序集合', '前缀和', '基数排序', '排序', '字符串匹配', '拒绝采样', '滑动窗口', '单调栈', '模拟', '哈希函数', '堆（优先队列）', '归并排序', '滚动哈希']"
792,Attttrx,"['C++', 'Python3', 'Rust', 'MySQL']",,,,"['栈', '贪心', '位运算', '树', '深度优先搜索', '广度优先搜索', '并查集', '图', '设计', '拓扑排序', '字典树', '树状数组', '线段树', '递归', '记忆化搜索', '队列', '数组', '哈希表', '链表', '数学', '双指针', '字符串', '二分查找', '分治', '动态规划', '回溯', '二叉树', '状态压缩', '组合数学', '计数', '枚举', '矩阵', '数论', '有序集合', '前缀和', '最短路', '排序', '滑动窗口', '单调队列', '单调栈', '模拟', '堆（优先队列）', '归并排序']"
793,neal_wu,"['C++', 'Python3']","['Dynamic Programming', 'x53', 'Union Find', 'x12', 'Backtracking', 'x11', 'Trie', 'x9', 'Monotonic Stack', 'x9', 'Bitmask', 'x5', 'Rolling Hash', 'x3', 'Game Theory', 'x2']","['Hash Table', 'x51', 'Math', 'x43', 'Depth-First Search', 'x33', 'Greedy', 'x31', 'Breadth-First Search', 'x27', 'Tree', 'x24', 'Binary Tree', 'x24', 'Binary Search', 'x18']","['Array', 'x151', 'String', 'x61', 'Sorting', 'x34', 'Matrix', 'x26', 'Stack', 'x22', 'Two Pointers', 'x16', 'Simulation', 'x13', 'Linked List', 'x3']",
794,numb3r5,"['Python3', 'C++', 'MySQL', 'Ruby', 'JavaScript', 'Bash', 'Java', 'Python']","['Dynamic Programming', 'x214', 'Union Find', 'x57', 'Backtracking', 'x50', 'Divide and Conquer', 'x27', 'Trie', 'x25', 'Monotonic Stack', 'x24', 'Topological Sort', 'x23', 'Segment Tree', 'x21']","['Hash Table', 'x257', 'Math', 'x201', 'Binary Search', 'x173', 'Depth-First Search', 'x161', 'Greedy', 'x148', 'Breadth-First Search', 'x138', 'Tree', 'x112', 'Binary Tree', 'x90']","['Array', 'x743', 'String', 'x308', 'Sorting', 'x182', 'Matrix', 'x115', 'Two Pointers', 'x112', 'Simulation', 'x69', 'Stack', 'x69', 'Linked List', 'x53']",
795,nyu_ldf,"['Python', 'Python3', 'Java', 'C++']","['Dynamic Programming', 'x68', 'Backtracking', 'x14', 'Union Find', 'x13', 'Topological Sort', 'x10', 'Shortest Path', 'x8', 'Bitmask', 'x7', 'Monotonic Stack', 'x7', 'Trie', 'x5']","['Hash Table', 'x90', 'Math', 'x67', 'Greedy', 'x65', 'Binary Search', 'x43', 'Graph', 'x29', 'Bit Manipulation', 'x27', 'Depth-First Search', 'x25', 'Tree', 'x21']","['Array', 'x266', 'String', 'x113', 'Sorting', 'x65', 'Simulation', 'x37', 'Matrix', 'x29', 'Enumeration', 'x23', 'Two Pointers', 'x22', 'Stack', 'x19']",
796,uwi,"['Java', 'C++']","['Dynamic Programming', 'x261', 'Backtracking', 'x49', 'Union Find', 'x47', 'Monotonic Stack', 'x33', 'Bitmask', 'x28', 'Trie', 'x25', 'Topological Sort', 'x21', 'Divide and Conquer', 'x19']","['Hash Table', 'x294', 'Math', 'x260', 'Greedy', 'x216', 'Depth-First Search', 'x146', 'Binary Search', 'x137', 'Breadth-First Search', 'x123', 'Tree', 'x108', 'Bit Manipulation', 'x100']","['Array', 'x878', 'String', 'x396', 'Sorting', 'x205', 'Matrix', 'x121', 'Two Pointers', 'x101', 'Simulation', 'x88', 'Stack', 'x84', 'Enumeration', 'x35']",
797,wwwwodddd,"['Python3', 'C++', 'MySQL', 'Python', 'Ruby', 'Bash', 'Java']","['Dynamic Programming', 'x267', 'Backtracking', 'x59', 'Divide and Conquer', 'x34', 'Monotonic Stack', 'x32', 'Union Find', 'x30', 'Bitmask', 'x18', 'Trie', 'x18', 'Segment Tree', 'x17']","['Math', 'x301', 'Hash Table', 'x295', 'Greedy', 'x189', 'Depth-First Search', 'x144', 'Binary Search', 'x127', 'Tree', 'x117', 'Breadth-First Search', 'x106', 'Binary Tree', 'x102']","['Array', 'x839', 'String', 'x385', 'Sorting', 'x209', 'Two Pointers', 'x118', 'Matrix', 'x108', 'Stack', 'x85', 'Simulation', 'x84', 'Linked List', 'x44']",
798,xiaowuc1,"['C++', 'Java', 'Python3', 'Python', 'Bash']","['Dynamic Programming', 'x76', 'Union Find', 'x14', 'Backtracking', 'x13', 'Trie', 'x8', 'Monotonic Stack', 'x8', 'Game Theory', 'x7', 'Divide and Conquer', 'x7', 'Rolling Hash', 'x4']","['Math', 'x78', 'Hash Table', 'x69', 'Greedy', 'x48', 'Depth-First Search', 'x38', 'Binary Search', 'x34', 'Breadth-First Search', 'x31', 'Bit Manipulation', 'x30', 'Tree', 'x27']","['Array', 'x205', 'String', 'x112', 'Sorting', 'x58', 'Two Pointers', 'x38', 'Matrix', 'x27', 'Stack', 'x20', 'Simulation', 'x17', 'Linked List', 'x14']",
799,penguinhacker,"['C++', 'Java']","['Dynamic Programming', 'x95', 'Union Find', 'x16', 'Backtracking', 'x13', 'Divide and Conquer', 'x10', 'Trie', 'x10', 'Binary Indexed Tree', 'x9', 'Monotonic Stack', 'x9', 'Bitmask', 'x8']","['Hash Table', 'x111', 'Greedy', 'x79', 'Math', 'x79', 'Binary Search', 'x51', 'Depth-First Search', 'x42', 'Bit Manipulation', 'x41', 'Breadth-First Search', 'x35', 'Tree', 'x34']","['Array', 'x314', 'String', 'x149', 'Sorting', 'x68', 'Matrix', 'x38', 'Simulation', 'x32', 'Two Pointers', 'x32', 'Stack', 'x28', 'Enumeration', 'x15']",
800,tmwilliamlin168,"['C++', 'Java', 'Python3']","['Dynamic Programming', 'x42', 'Divide and Conquer', 'x7', 'Union Find', 'x6', 'Monotonic Stack', 'x6', 'Trie', 'x4', 'Bitmask', 'x3', 'Shortest Path', 'x3', 'Data Stream', 'x2']","['Hash Table', 'x41', 'Math', 'x31', 'Depth-First Search', 'x30', 'Greedy', 'x26', 'Tree', 'x24', 'Breadth-First Search', 'x22', 'Binary Tree', 'x21', 'Binary Search', 'x19']","['Array', 'x107', 'String', 'x44', 'Sorting', 'x24', 'Matrix', 'x19', 'Stack', 'x12', 'Two Pointers', 'x12', 'Queue', 'x6', 'Linked List', 'x5']",
801,jonathanirvings,['C++'],,,,
802,hitonanode,"['C++', 'Python3']","['Dynamic Programming', 'x82', 'Backtracking', 'x16', 'Union Find', 'x16', 'Divide and Conquer', 'x9', 'Trie', 'x9', 'Bitmask', 'x8', 'Monotonic Stack', 'x8', 'Game Theory', 'x6']","['Hash Table', 'x89', 'Math', 'x81', 'Greedy', 'x56', 'Depth-First Search', 'x49', 'Binary Search', 'x45', 'Breadth-First Search', 'x42', 'Tree', 'x33', 'Bit Manipulation', 'x26']","['Array', 'x264', 'String', 'x126', 'Sorting', 'x63', 'Matrix', 'x42', 'Two Pointers', 'x28', 'Stack', 'x22', 'Simulation', 'x21', 'Linked List', 'x11']",
803,natsugiri,['C++'],"['Dynamic Programming', 'x154', 'Union Find', 'x37', 'Backtracking', 'x29', 'Monotonic Stack', 'x21', 'Bitmask', 'x18', 'Divide and Conquer', 'x14', 'Segment Tree', 'x14', 'Topological Sort', 'x14']","['Hash Table', 'x183', 'Math', 'x164', 'Greedy', 'x154', 'Binary Search', 'x90', 'Depth-First Search', 'x69', 'Bit Manipulation', 'x65', 'Tree', 'x56', 'Breadth-First Search', 'x56']","['Array', 'x595', 'String', 'x242', 'Sorting', 'x144', 'Matrix', 'x68', 'Simulation', 'x68', 'Two Pointers', 'x65', 'Stack', 'x50', 'Enumeration', 'x30']",
804,qeetcode,"['C++', 'Python3', 'MySQL', 'Java', 'Python']","['Dynamic Programming', 'x215', 'Backtracking', 'x50', 'Union Find', 'x34', 'Monotonic Stack', 'x26', 'Divide and Conquer', 'x24', 'Trie', 'x22', 'Bitmask', 'x17', 'Topological Sort', 'x16']","['Hash Table', 'x230', 'Math', 'x216', 'Greedy', 'x157', 'Depth-First Search', 'x128', 'Binary Search', 'x124', 'Breadth-First Search', 'x99', 'Tree', 'x95', 'Bit Manipulation', 'x85']","['Array', 'x735', 'String', 'x310', 'Sorting', 'x166', 'Two Pointers', 'x104', 'Matrix', 'x103', 'Simulation', 'x69', 'Stack', 'x64', 'Linked List', 'x44']",
805,bucketpotato,['C++'],"['Dynamic Programming', 'x12', 'Segment Tree', 'x5', 'Backtracking', 'x4', 'Binary Indexed Tree', 'x4', 'Divide and Conquer', 'x3', 'Monotonic Stack', 'x2', 'Data Stream', 'x1', 'Rolling Hash', 'x1']","['Hash Table', 'x30', 'Greedy', 'x20', 'Math', 'x18', 'Binary Search', 'x14', 'Graph', 'x8', 'Design', 'x8', 'Ordered Set', 'x5', 'Sliding Window', 'x4']","['Array', 'x58', 'String', 'x24', 'Sorting', 'x17', 'Enumeration', 'x8', 'Two Pointers', 'x8', 'Simulation', 'x6', 'Stack', 'x4', 'Matrix', 'x2']",
806,PurpleCrayon,"['C++', 'Java', 'Python3']","['Dynamic Programming', 'x121', 'Union Find', 'x24', 'Backtracking', 'x16', 'Bitmask', 'x13', 'Segment Tree', 'x11', 'Binary Indexed Tree', 'x10', 'Topological Sort', 'x10', 'Rolling Hash', 'x9']","['Hash Table', 'x107', 'Math', 'x94', 'Greedy', 'x78', 'Depth-First Search', 'x60', 'Breadth-First Search', 'x58', 'Binary Search', 'x52', 'Bit Manipulation', 'x44', 'Tree', 'x39']","['Array', 'x344', 'String', 'x144', 'Sorting', 'x76', 'Matrix', 'x55', 'Simulation', 'x35', 'Two Pointers', 'x29', 'Stack', 'x23', 'Enumeration', 'x18']",
807,kirika-comp,['C++'],"['Dynamic Programming', 'x37', 'Backtracking', 'x8', 'Union Find', 'x6', 'Bitmask', 'x5', 'Monotonic Stack', 'x5', 'Data Stream', 'x4', 'Game Theory', 'x4', 'Divide and Conquer', 'x4']","['Greedy', 'x40', 'Math', 'x31', 'Hash Table', 'x30', 'Binary Search', 'x21', 'Bit Manipulation', 'x12', 'Design', 'x10', 'Ordered Set', 'x9', 'Depth-First Search', 'x9']","['Array', 'x125', 'String', 'x54', 'Sorting', 'x28', 'Matrix', 'x15', 'Simulation', 'x10', 'Stack', 'x9', 'Two Pointers', 'x9', 'Enumeration', 'x5']",
808,dreamoon,['C++'],"['Dynamic Programming', 'x65', 'Union Find', 'x13', 'Backtracking', 'x11', 'Monotonic Stack', 'x11', 'Segment Tree', 'x8', 'Trie', 'x7', 'Bitmask', 'x6', 'Binary Indexed Tree', 'x5']","['Hash Table', 'x76', 'Math', 'x60', 'Greedy', 'x51', 'Depth-First Search', 'x42', 'Binary Search', 'x36', 'Breadth-First Search', 'x36', 'Tree', 'x27', 'Binary Tree', 'x23']","['Array', 'x223', 'String', 'x113', 'Sorting', 'x55', 'Matrix', 'x41', 'Two Pointers', 'x27', 'Simulation', 'x21', 'Stack', 'x21', 'Enumeration', 'x10']",
809,pathetic-dog,['Python3'],"['Dynamic Programming', 'x4', 'Binary Indexed Tree', 'x2', 'Segment Tree', 'x2', 'Topological Sort', 'x2', 'Rolling Hash', 'x1', 'Backtracking', 'x1', 'Divide and Conquer', 'x1', 'Union Find', 'x1']","['Greedy', 'x9', 'Hash Table', 'x7', 'Graph', 'x5', 'Binary Search', 'x5', 'Depth-First Search', 'x4', 'Math', 'x4', 'Tree', 'x2', 'Ordered Set', 'x2']","['Array', 'x18', 'String', 'x8', 'Sorting', 'x5', 'Matrix', 'x3', 'Simulation', 'x2', 'Enumeration', 'x2', 'Stack', 'x2', 'Two Pointers', 'x1']",
810,kmjp,['C++'],"['Dynamic Programming', 'x227', 'Union Find', 'x44', 'Backtracking', 'x41', 'Bitmask', 'x25', 'Monotonic Stack', 'x24', 'Topological Sort', 'x19', 'Segment Tree', 'x15', 'Divide and Conquer', 'x14']","['Hash Table', 'x260', 'Math', 'x229', 'Greedy', 'x204', 'Binary Search', 'x125', 'Depth-First Search', 'x102', 'Breadth-First Search', 'x94', 'Bit Manipulation', 'x92', 'Tree', 'x77']","['Array', 'x806', 'String', 'x342', 'Sorting', 'x191', 'Matrix', 'x105', 'Simulation', 'x83', 'Two Pointers', 'x72', 'Stack', 'x62', 'Enumeration', 'x36']",
811,y0105w49,"['C++', 'Python3', 'Python']","['Dynamic Programming', 'x22', 'Union Find', 'x6', 'Data Stream', 'x2', 'Game Theory', 'x2', 'Rolling Hash', 'x2', 'Backtracking', 'x2', 'Bitmask', 'x2', 'Trie', 'x2']","['Hash Table', 'x29', 'Math', 'x22', 'Greedy', 'x16', 'Depth-First Search', 'x16', 'Breadth-First Search', 'x13', 'Tree', 'x11', 'Graph', 'x11', 'Binary Search', 'x10']","['Array', 'x70', 'String', 'x40', 'Sorting', 'x19', 'Two Pointers', 'x9', 'Matrix', 'x7', 'Stack', 'x6', 'Simulation', 'x5', 'Enumeration', 'x3']",
812,awice,"['Python', 'Python3', 'Java', 'MySQL', 'C++', 'JavaScript', 'Bash', 'C', 'MS SQL Server', 'Oracle']","['Dynamic Programming', 'x386', 'Backtracking', 'x92', 'Union Find', 'x67', 'Monotonic Stack', 'x43', 'Divide and Conquer', 'x40', 'Trie', 'x40', 'Bitmask', 'x35', 'Topological Sort', 'x29']","['Hash Table', 'x433', 'Math', 'x393', 'Greedy', 'x270', 'Depth-First Search', 'x251', 'Binary Search', 'x203', 'Breadth-First Search', 'x202', 'Tree', 'x196', 'Binary Tree', 'x157']","['Array', 'x1226', 'String', 'x581', 'Sorting', 'x280', 'Matrix', 'x175', 'Two Pointers', 'x160', 'Stack', 'x128', 'Simulation', 'x112', 'Linked List', 'x68']",
813,LayCurse,['C++'],"['Dynamic Programming', 'x152', 'Union Find', 'x30', 'Backtracking', 'x26', 'Bitmask', 'x18', 'Monotonic Stack', 'x16', 'Topological Sort', 'x15', 'Game Theory', 'x11', 'Trie', 'x11']","['Hash Table', 'x170', 'Math', 'x149', 'Greedy', 'x141', 'Binary Search', 'x88', 'Bit Manipulation', 'x68', 'Depth-First Search', 'x58', 'Breadth-First Search', 'x58', 'Graph', 'x49']","['Array', 'x545', 'String', 'x235', 'Sorting', 'x133', 'Matrix', 'x70', 'Simulation', 'x53', 'Two Pointers', 'x44', 'Stack', 'x41', 'Enumeration', 'x25']",
814,Tlatoani,"['Kotlin', 'Java', 'C++']","['Dynamic Programming', 'x64', 'Union Find', 'x10', 'Backtracking', 'x9', 'Segment Tree', 'x8', 'Bitmask', 'x7', 'Monotonic Stack', 'x7', 'Topological Sort', 'x7', 'Divide and Conquer', 'x6']","['Hash Table', 'x78', 'Greedy', 'x69', 'Math', 'x66', 'Binary Search', 'x36', 'Bit Manipulation', 'x28', 'Graph', 'x25', 'Design', 'x14', 'Depth-First Search', 'x13']","['Array', 'x240', 'String', 'x101', 'Sorting', 'x53', 'Matrix', 'x27', 'Simulation', 'x25', 'Two Pointers', 'x21', 'Enumeration', 'x15', 'Stack', 'x15']",
815,hank55663,"['C++', 'MySQL', 'Python3']","['Dynamic Programming', 'x181', 'Backtracking', 'x41', 'Union Find', 'x32', 'Divide and Conquer', 'x25', 'Monotonic Stack', 'x17', 'Topological Sort', 'x15', 'Bitmask', 'x14', 'Trie', 'x14']","['Hash Table', 'x191', 'Math', 'x155', 'Greedy', 'x133', 'Binary Search', 'x99', 'Depth-First Search', 'x84', 'Bit Manipulation', 'x80', 'Breadth-First Search', 'x74', 'Tree', 'x65']","['Array', 'x558', 'String', 'x228', 'Sorting', 'x142', 'Two Pointers', 'x73', 'Matrix', 'x69', 'Simulation', 'x52', 'Stack', 'x47', 'Linked List', 'x33']",
816,lympanda,['C++'],"['Dynamic Programming', 'x95', 'Union Find', 'x23', 'Backtracking', 'x16', 'Trie', 'x13', 'Monotonic Stack', 'x13', 'Segment Tree', 'x10', 'Topological Sort', 'x9', 'Bitmask', 'x7']","['Hash Table', 'x125', 'Math', 'x83', 'Greedy', 'x81', 'Depth-First Search', 'x57', 'Binary Search', 'x50', 'Breadth-First Search', 'x47', 'Tree', 'x41', 'Bit Manipulation', 'x41']","['Array', 'x333', 'String', 'x152', 'Sorting', 'x86', 'Two Pointers', 'x46', 'Simulation', 'x42', 'Matrix', 'x40', 'Stack', 'x30', 'Enumeration', 'x22']",
817,thenymphsofdelphi,"['C++', 'MySQL']","['Dynamic Programming', 'x24', 'Backtracking', 'x6', 'Trie', 'x5', 'Bitmask', 'x3', 'Divide and Conquer', 'x3', 'Rolling Hash', 'x2', 'Monotonic Stack', 'x2', 'Data Stream', 'x1']","['Hash Table', 'x32', 'Greedy', 'x21', 'Math', 'x20', 'Bit Manipulation', 'x12', 'Binary Search', 'x11', 'Design', 'x9', 'Tree', 'x7', 'Binary Tree', 'x6']","['Array', 'x89', 'String', 'x43', 'Sorting', 'x18', 'Two Pointers', 'x14', 'Matrix', 'x9', 'Enumeration', 'x7', 'Stack', 'x7', 'Simulation', 'x6']",
818,wjli,"['C++', 'MySQL', 'Bash', 'MS SQL Server', 'Python']","['Dynamic Programming', 'x398', 'Backtracking', 'x93', 'Union Find', 'x70', 'Monotonic Stack', 'x46', 'Divide and Conquer', 'x42', 'Trie', 'x40', 'Bitmask', 'x37', 'Segment Tree', 'x30']","['Hash Table', 'x449', 'Math', 'x400', 'Greedy', 'x282', 'Depth-First Search', 'x259', 'Binary Search', 'x211', 'Breadth-First Search', 'x210', 'Tree', 'x198', 'Database', 'x173']","['Array', 'x1282', 'String', 'x589', 'Sorting', 'x293', 'Matrix', 'x183', 'Two Pointers', 'x166', 'Stack', 'x130', 'Simulation', 'x113', 'Linked List', 'x70']",
819,DylanSmith,"['Java', 'C++', 'C']","['Dynamic Programming', 'x266', 'Backtracking', 'x63', 'Union Find', 'x47', 'Divide and Conquer', 'x36', 'Monotonic Stack', 'x33', 'Trie', 'x27', 'Bitmask', 'x20', 'Segment Tree', 'x19']","['Hash Table', 'x338', 'Math', 'x281', 'Greedy', 'x207', 'Depth-First Search', 'x172', 'Binary Search', 'x155', 'Tree', 'x140', 'Breadth-First Search', 'x130', 'Binary Tree', 'x115']","['Array', 'x946', 'String', 'x418', 'Sorting', 'x232', 'Matrix', 'x127', 'Two Pointers', 'x126', 'Stack', 'x91', 'Simulation', 'x90', 'Linked List', 'x56']",
820,beet,"['C++', 'MySQL', 'Bash', 'Python3', 'Oracle']","['Dynamic Programming', 'x66', 'Backtracking', 'x9', 'Union Find', 'x9', 'Monotonic Stack', 'x7', 'Trie', 'x6', 'Game Theory', 'x4', 'Bitmask', 'x3', 'Divide and Conquer', 'x3']","['Hash Table', 'x69', 'Math', 'x55', 'Greedy', 'x39', 'Depth-First Search', 'x37', 'Tree', 'x31', 'Binary Tree', 'x28', 'Binary Search', 'x26', 'Breadth-First Search', 'x26']","['Array', 'x186', 'String', 'x88', 'Sorting', 'x47', 'Matrix', 'x23', 'Stack', 'x20', 'Simulation', 'x15', 'Two Pointers', 'x15', 'Queue', 'x5']",
821,zcgzcgzcg,"['C++', 'Python3', 'Java', 'Python']","['Dynamic Programming', 'x415', 'Backtracking', 'x94', 'Union Find', 'x72', 'Monotonic Stack', 'x49', 'Trie', 'x43', 'Divide and Conquer', 'x42', 'Bitmask', 'x39', 'Segment Tree', 'x31']","['Hash Table', 'x454', 'Math', 'x412', 'Greedy', 'x291', 'Depth-First Search', 'x265', 'Binary Search', 'x214', 'Breadth-First Search', 'x211', 'Tree', 'x208', 'Binary Tree', 'x167']","['Array', 'x1308', 'String', 'x600', 'Sorting', 'x296', 'Matrix', 'x186', 'Two Pointers', 'x167', 'Stack', 'x137', 'Simulation', 'x113', 'Linked List', 'x70']",
822,emthrm,['C++'],"['Dynamic Programming', 'x112', 'Backtracking', 'x19', 'Union Find', 'x19', 'Segment Tree', 'x13', 'Bitmask', 'x12', 'Binary Indexed Tree', 'x11', 'Monotonic Stack', 'x11', 'Topological Sort', 'x11']","['Hash Table', 'x119', 'Greedy', 'x109', 'Math', 'x109', 'Binary Search', 'x69', 'Bit Manipulation', 'x48', 'Graph', 'x38', 'Depth-First Search', 'x30', 'Tree', 'x28']","['Array', 'x412', 'String', 'x173', 'Sorting', 'x99', 'Simulation', 'x48', 'Matrix', 'x44', 'Two Pointers', 'x37', 'Stack', 'x27', 'Enumeration', 'x26']",
823,tabr,"['C++', 'Kotlin', 'Python3']","['Dynamic Programming', 'x58', 'Backtracking', 'x17', 'Union Find', 'x8', 'Binary Indexed Tree', 'x8', 'Bitmask', 'x7', 'Divide and Conquer', 'x7', 'Segment Tree', 'x7', 'Game Theory', 'x5']","['Hash Table', 'x63', 'Math', 'x44', 'Greedy', 'x42', 'Binary Search', 'x32', 'Bit Manipulation', 'x21', 'Breadth-First Search', 'x19', 'Tree', 'x15', 'Depth-First Search', 'x15']","['Array', 'x184', 'String', 'x80', 'Sorting', 'x40', 'Matrix', 'x25', 'Two Pointers', 'x18', 'Simulation', 'x17', 'Enumeration', 'x12', 'Stack', 'x9']",
824,sheepforever,['C++'],"['Dynamic Programming', 'x93', 'Backtracking', 'x15', 'Union Find', 'x15', 'Trie', 'x8', 'Topological Sort', 'x8', 'Monotonic Stack', 'x7', 'Bitmask', 'x6', 'Binary Indexed Tree', 'x6']","['Hash Table', 'x105', 'Math', 'x88', 'Greedy', 'x72', 'Depth-First Search', 'x42', 'Binary Search', 'x40', 'Breadth-First Search', 'x40', 'Bit Manipulation', 'x39', 'Graph', 'x33']","['Array', 'x320', 'String', 'x130', 'Sorting', 'x69', 'Matrix', 'x47', 'Simulation', 'x38', 'Stack', 'x28', 'Two Pointers', 'x23', 'Enumeration', 'x17']",
825,0suoicsnocbus,"['C++', 'Python3', 'Java']","['Dynamic Programming', 'x112', 'Backtracking', 'x30', 'Divide and Conquer', 'x21', 'Monotonic Stack', 'x16', 'Union Find', 'x15', 'Trie', 'x10', 'Segment Tree', 'x10', 'Binary Indexed Tree', 'x8']","['Hash Table', 'x132', 'Math', 'x87', 'Greedy', 'x69', 'Depth-First Search', 'x58', 'Binary Search', 'x57', 'Breadth-First Search', 'x52', 'Tree', 'x46', 'Bit Manipulation', 'x39']","['Array', 'x337', 'String', 'x151', 'Sorting', 'x81', 'Two Pointers', 'x69', 'Matrix', 'x54', 'Stack', 'x43', 'Linked List', 'x26', 'Simulation', 'x23']",
826,smax,"['C++', 'Java', 'Python3', 'Python', 'MySQL', 'JavaScript']","['Dynamic Programming', 'x107', 'Backtracking', 'x20', 'Divide and Conquer', 'x16', 'Monotonic Stack', 'x12', 'Union Find', 'x11', 'Trie', 'x10', 'Segment Tree', 'x9', 'Bitmask', 'x7']","['Hash Table', 'x93', 'Math', 'x84', 'Greedy', 'x60', 'Binary Search', 'x56', 'Depth-First Search', 'x53', 'Tree', 'x42', 'Breadth-First Search', 'x40', 'Binary Tree', 'x38']","['Array', 'x275', 'String', 'x125', 'Sorting', 'x52', 'Two Pointers', 'x42', 'Matrix', 'x30', 'Stack', 'x28', 'Linked List', 'x23', 'Simulation', 'x22']",
827,wery0,"['C++', 'Java']","['Dynamic Programming', 'x84', 'Backtracking', 'x16', 'Union Find', 'x12', 'Bitmask', 'x10', 'Monotonic Stack', 'x10', 'Segment Tree', 'x9', 'Binary Indexed Tree', 'x8', 'Topological Sort', 'x7']","['Hash Table', 'x123', 'Math', 'x91', 'Greedy', 'x71', 'Binary Search', 'x47', 'Depth-First Search', 'x44', 'Bit Manipulation', 'x39', 'Breadth-First Search', 'x33', 'Tree', 'x30']","['Array', 'x304', 'String', 'x147', 'Sorting', 'x75', 'Simulation', 'x37', 'Two Pointers', 'x35', 'Matrix', 'x28', 'Stack', 'x25', 'Enumeration', 'x17']",
828,superluminal,"['Python', 'C++', 'MySQL', 'Bash', 'Java']","['Dynamic Programming', 'x338', 'Backtracking', 'x72', 'Union Find', 'x48', 'Monotonic Stack', 'x39', 'Divide and Conquer', 'x36', 'Trie', 'x31', 'Bitmask', 'x29', 'Topological Sort', 'x24']","['Hash Table', 'x368', 'Math', 'x345', 'Greedy', 'x240', 'Depth-First Search', 'x191', 'Binary Search', 'x172', 'Breadth-First Search', 'x159', 'Tree', 'x152', 'Bit Manipulation', 'x134']","['Array', 'x1093', 'String', 'x490', 'Sorting', 'x250', 'Matrix', 'x154', 'Two Pointers', 'x135', 'Stack', 'x110', 'Simulation', 'x102', 'Linked List', 'x59']",
